Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-08-24 00:00,227.5,0.0
2023-08-24 01:00,225.7,0.0
2023-08-24 02:00,214.89999999999998,0.0
2023-08-24 03:00,220.49999999999997,0.0
2023-08-24 04:00,3698.8,0.0
2023-08-24 05:00,3978.6,0.0
2023-08-24 06:00,3743.0,0.0
2023-08-24 07:00,2700.1,0.0
2023-08-24 08:00,4070.7,0.0
2023-08-24 09:00,5213.5,0.0
2023-08-24 10:00,4432.0,0.0
2023-08-24 11:00,4291.0,0.0
2023-08-24 12:00,4203.8,0.0
2023-08-24 13:00,4358.7,0.0
2023-08-24 14:00,2656.5,0.0
2023-08-24 15:00,473.9,0.0
2023-08-24 16:00,313.0,0.0
2023-08-24 17:00,333.29999999999995,0.0
2023-08-24 18:00,314.8,0.0
2023-08-24 19:00,279.0,0.0
2023-08-24 20:00,1115.4,0.0
2023-08-24 21:00,336.5,0.0
2023-08-24 22:00,306.29999999999995,0.0
2023-08-24 23:00,300.90000000000003,0.0
