Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-08-17 00:00,219.7,0.0
2023-08-17 01:00,219.1,0.0
2023-08-17 02:00,1117.9,0.0
2023-08-17 03:00,218.39999999999998,0.0
2023-08-17 04:00,2654.7,0.0
2023-08-17 05:00,4327.5,0.0
2023-08-17 06:00,4710.3,0.0
2023-08-17 07:00,4478.9,0.0
2023-08-17 08:00,4714.200000000001,0.0
2023-08-17 09:00,5969.8,0.0
2023-08-17 10:00,4389.1,0.0
2023-08-17 11:00,4060.3,0.0
2023-08-17 12:00,3897.8,0.0
2023-08-17 13:00,4241.3,0.0
2023-08-17 14:00,2781.6,0.0
2023-08-17 15:00,1338.5,0.0
2023-08-17 16:00,275.2,0.0
2023-08-17 17:00,253.6,0.0
2023-08-17 18:00,251.29999999999998,0.0
2023-08-17 19:00,252.5,0.0
2023-08-17 20:00,251.29999999999998,0.0
2023-08-17 21:00,250.79999999999998,0.0
2023-08-17 22:00,251.2,0.0
2023-08-17 23:00,1007.1999999999999,0.0
