Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-05-28 00:00,325.09999999999997,0.0
2023-05-28 01:00,364.7,0.0
2023-05-28 02:00,311.6,0.0
2023-05-28 03:00,374.79999999999995,0.0
2023-05-28 04:00,299.79999999999995,0.0
2023-05-28 05:00,377.9,0.0
2023-05-28 06:00,1012.0,0.0
2023-05-28 07:00,712.0,0.0
2023-05-28 08:00,308.90000000000003,0.0
2023-05-28 09:00,368.09999999999997,0.0
2023-05-28 10:00,330.1,0.0
2023-05-28 11:00,344.29999999999995,0.0
2023-05-28 12:00,367.8,0.0
2023-05-28 13:00,306.3,0.0
2023-05-28 14:00,379.70000000000005,0.0
2023-05-28 15:00,347.80000000000007,0.0
2023-05-28 16:00,835.9,0.0
2023-05-28 17:00,918.5999999999999,0.0
2023-05-28 18:00,335.8,0.0
2023-05-28 19:00,342.90000000000003,0.0
2023-05-28 20:00,375.6,0.0
2023-05-28 21:00,306.79999999999995,0.0
2023-05-28 22:00,370.4,0.0
2023-05-28 23:00,350.4,0.0
