Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2022-12-08 00:00,266.0,0.0
2022-12-08 01:00,141.70000000000002,0.0
2022-12-08 02:00,204.0,0.0
2022-12-08 03:00,151.6,0.0
2022-12-08 04:00,172.0,0.0
2022-12-08 05:00,619.8000000000001,0.0
2022-12-08 06:00,1982.0,0.0
2022-12-08 07:00,3260.8,0.0
2022-12-08 08:00,2937.6,0.0
2022-12-08 09:00,3011.8,0.0
2022-12-08 10:00,3277.6,0.0
2022-12-08 11:00,3858.0,0.0
2022-12-08 12:00,4081.5,0.0
2022-12-08 13:00,2888.2,0.0
2022-12-08 14:00,3325.2,0.0
2022-12-08 15:00,2713.0,0.0
2022-12-08 16:00,3244.3,0.0
2022-12-08 17:00,3643.6,0.0
2022-12-08 18:00,2153.9,0.0
2022-12-08 19:00,1207.1,0.0
2022-12-08 20:00,192.0,0.0
2022-12-08 21:00,134.20000000000002,0.0
2022-12-08 22:00,988.5999999999999,0.0
2022-12-08 23:00,151.10000000000002,0.0
