Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2022-10-07 00:00,141.5,0.0
2022-10-07 01:00,200.1,0.0
2022-10-07 02:00,203.4,0.0
2022-10-07 03:00,862.0,0.0
2022-10-07 04:00,446.6,0.0
2022-10-07 05:00,342.1,0.0
2022-10-07 06:00,411.9,0.0
2022-10-07 07:00,543.1,0.0
2022-10-07 08:00,663.1,0.0
2022-10-07 09:00,716.8000000000001,0.0
2022-10-07 10:00,1652.1999999999998,0.0
2022-10-07 11:00,581.1,0.0
2022-10-07 12:00,535.5,0.0
2022-10-07 13:00,456.5,0.0
2022-10-07 14:00,342.7,0.0
2022-10-07 15:00,180.29999999999998,0.0
2022-10-07 16:00,208.3,0.0
2022-10-07 17:00,964.8,0.0
2022-10-07 18:00,347.4,0.0
2022-10-07 19:00,142.1,0.0
2022-10-07 20:00,214.5,0.0
2022-10-07 21:00,209.1,0.0
2022-10-07 22:00,134.8,0.0
2022-10-07 23:00,209.6,0.0
