Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-03-12 00:00,175.4,0.0
2023-03-12 01:00,225.8,0.0
2023-03-12 02:00,170.4,0.0
2023-03-12 03:00,198.4,0.0
2023-03-12 04:00,222.2,0.0
2023-03-12 05:00,145.0,0.0
2023-03-12 06:00,225.89999999999998,0.0
2023-03-12 07:00,429.20000000000005,0.0
2023-03-12 08:00,975.0,0.0
2023-03-12 09:00,223.39999999999998,0.0
2023-03-12 10:00,164.70000000000002,0.0
2023-03-12 11:00,206.1,0.0
2023-03-12 12:00,216.10000000000002,0.0
2023-03-12 13:00,149.1,0.0
2023-03-12 14:00,248.8,0.0
2023-03-12 15:00,197.4,0.0
2023-03-12 16:00,173.29999999999998,0.0
2023-03-12 17:00,1089.3,0.0
2023-03-12 18:00,347.0,0.0
2023-03-12 19:00,209.4,0.0
2023-03-12 20:00,209.49999999999997,0.0
2023-03-12 21:00,159.1,0.0
2023-03-12 22:00,223.89999999999998,0.0
2023-03-12 23:00,168.4,0.0
