Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2022-10-04 00:00,198.8,0.0
2022-10-04 01:00,127.7,0.0
2022-10-04 02:00,209.0,0.0
2022-10-04 03:00,172.9,0.0
2022-10-04 04:00,284.9,0.0
2022-10-04 05:00,1284.9,0.0
2022-10-04 06:00,1658.0,0.0
2022-10-04 07:00,1722.5,0.0
2022-10-04 08:00,728.9,0.0
2022-10-04 09:00,927.6999999999999,0.0
2022-10-04 10:00,1552.1999999999998,0.0
2022-10-04 11:00,1286.4,0.0
2022-10-04 12:00,495.5,0.0
2022-10-04 13:00,694.4000000000001,0.0
2022-10-04 14:00,325.7,0.0
2022-10-04 15:00,250.0,0.0
2022-10-04 16:00,208.3,0.0
2022-10-04 17:00,152.2,0.0
2022-10-04 18:00,1008.0,0.0
2022-10-04 19:00,207.1,0.0
2022-10-04 20:00,146.2,0.0
2022-10-04 21:00,187.60000000000002,0.0
2022-10-04 22:00,200.2,0.0
2022-10-04 23:00,127.4,0.0
