Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-04-22 00:00,378.2,0.0
2023-04-22 01:00,342.5,0.0
2023-04-22 02:00,488.59999999999997,0.0
2023-04-22 03:00,373.8,0.0
2023-04-22 04:00,1365.6,0.0
2023-04-22 05:00,405.99999999999994,0.0
2023-04-22 06:00,336.1,0.0
2023-04-22 07:00,445.79999999999995,0.0
2023-04-22 08:00,327.0,0.0
2023-04-22 09:00,283.7,0.0
2023-04-22 10:00,211.4,0.0
2023-04-22 11:00,287.7,0.0
2023-04-22 12:00,229.4,0.0
2023-04-22 13:00,793.5,0.0
2023-04-22 14:00,745.4000000000001,0.0
2023-04-22 15:00,218.5,0.0
2023-04-22 16:00,288.2,0.0
2023-04-22 17:00,232.4,0.0
2023-04-22 18:00,263.20000000000005,0.0
2023-04-22 19:00,266.1,0.0
2023-04-22 20:00,226.4,0.0
2023-04-22 21:00,288.0,0.0
2023-04-22 22:00,218.2,0.0
2023-04-22 23:00,1154.2,0.0
