Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2022-10-30 00:00,202.70000000000002,0.0
2022-10-30 01:00,178.4,0.0
2022-10-30 02:00,135.5,0.0
2022-10-30 03:00,201.9,0.0
2022-10-30 04:00,178.50000000000003,0.0
2022-10-30 05:00,139.3,0.0
2022-10-30 06:00,467.0,0.0
2022-10-30 07:00,955.5,0.0
2022-10-30 08:00,157.39999999999998,0.0
2022-10-30 09:00,201.2,0.0
2022-10-30 10:00,186.9,0.0
2022-10-30 11:00,127.10000000000001,0.0
2022-10-30 12:00,202.7,0.0
2022-10-30 13:00,199.10000000000002,0.0
2022-10-30 14:00,138.39999999999998,0.0
2022-10-30 15:00,183.0,0.0
2022-10-30 16:00,199.00000000000003,0.0
2022-10-30 17:00,1073.1,0.0
2022-10-30 18:00,314.2,0.0
2022-10-30 19:00,202.10000000000002,0.0
2022-10-30 20:00,173.8,0.0
2022-10-30 21:00,146.1,0.0
2022-10-30 22:00,203.5,0.0
2022-10-30 23:00,165.89999999999998,0.0
