Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-03-15 00:00,1049.3,0.0
2023-03-15 01:00,198.7,0.0
2023-03-15 02:00,181.4,0.0
2023-03-15 03:00,211.89999999999998,0.0
2023-03-15 04:00,217.70000000000002,0.0
2023-03-15 05:00,3403.2,0.0
2023-03-15 06:00,4845.0,0.0
2023-03-15 07:00,3985.4000000000005,0.0
2023-03-15 08:00,3797.2000000000003,0.0
2023-03-15 09:00,4243.1,0.0
2023-03-15 10:00,6022.9,0.0
2023-03-15 11:00,5115.6,0.0
2023-03-15 12:00,5287.1,0.0
2023-03-15 13:00,4268.700000000001,0.0
2023-03-15 14:00,3630.6000000000004,0.0
2023-03-15 15:00,2981.9,0.0
2023-03-15 16:00,3244.7000000000003,0.0
2023-03-15 17:00,1194.4,0.0
2023-03-15 18:00,370.7,0.0
2023-03-15 19:00,199.99999999999997,0.0
2023-03-15 20:00,257.0,0.0
2023-03-15 21:00,218.1,0.0
2023-03-15 22:00,932.3,0.0
2023-03-15 23:00,238.79999999999998,0.0
