Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2022-11-03 00:00,19.8,0.0
2022-11-03 01:00,19.7,0.0
2022-11-03 02:00,20.1,0.0
2022-11-03 03:00,20.3,0.0
2022-11-03 04:00,19.7,0.0
2022-11-03 05:00,24.0,0.0
2022-11-03 06:00,651.8,0.0
2022-11-03 07:00,1103.6,0.0
2022-11-03 08:00,1182.1,0.0
2022-11-03 09:00,1177.8,0.0
2022-11-03 10:00,1169.9,0.0
2022-11-03 11:00,1147.1,0.0
2022-11-03 12:00,1165.8,0.0
2022-11-03 13:00,1222.3,0.0
2022-11-03 14:00,1529.8,0.0
2022-11-03 15:00,1473.4,0.0
2022-11-03 16:00,928.2,0.0
2022-11-03 17:00,954.1,0.0
2022-11-03 18:00,55.2,0.0
2022-11-03 19:00,20.5,0.0
2022-11-03 20:00,20.7,0.0
2022-11-03 21:00,20.5,0.0
2022-11-03 22:00,20.4,0.0
2022-11-03 23:00,21.3,0.0
Total,active = 13988.1, returned = 0.0
