Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-02-09 00:00,31.2,0.0
2023-02-09 01:00,31.3,0.0
2023-02-09 02:00,31.2,0.0
2023-02-09 03:00,32.4,0.0
2023-02-09 04:00,31.6,0.0
2023-02-09 05:00,1446.2,0.0
2023-02-09 06:00,2039.4,0.0
2023-02-09 07:00,2367.1,0.0
2023-02-09 08:00,2161.1,0.0
2023-02-09 09:00,1470.6,0.0
2023-02-09 10:00,1354.8,0.0
2023-02-09 11:00,1903.2,0.0
2023-02-09 12:00,1365.9,0.0
2023-02-09 13:00,1256.5,0.0
2023-02-09 14:00,741.7,0.0
2023-02-09 15:00,234.2,0.0
2023-02-09 16:00,40.0,0.0
2023-02-09 17:00,31.0,0.0
2023-02-09 18:00,31.1,0.0
2023-02-09 19:00,30.9,0.0
2023-02-09 20:00,30.9,0.0
2023-02-09 21:00,31.3,0.0
2023-02-09 22:00,31.6,0.0
2023-02-09 23:00,31.1,0.0
Total,active = 16756.3, returned = 0.0
