Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-03-20 00:00,42.7,0.0
2023-03-20 01:00,43.0,0.0
2023-03-20 02:00,42.6,0.0
2023-03-20 03:00,42.6,0.0
2023-03-20 04:00,160.5,0.0
2023-03-20 05:00,1852.3,0.0
2023-03-20 06:00,2058.8,0.0
2023-03-20 07:00,2177.0,0.0
2023-03-20 08:00,2197.5,0.0
2023-03-20 09:00,2104.1,0.0
2023-03-20 10:00,1906.2,0.0
2023-03-20 11:00,1901.2,0.0
2023-03-20 12:00,2154.4,0.0
2023-03-20 13:00,1945.7,0.0
2023-03-20 14:00,1803.6,0.0
2023-03-20 15:00,1730.0,0.0
2023-03-20 16:00,852.3,0.0
2023-03-20 17:00,407.6,0.0
2023-03-20 18:00,26.1,0.0
2023-03-20 19:00,25.8,0.0
2023-03-20 20:00,26.0,0.0
2023-03-20 21:00,26.5,0.0
2023-03-20 22:00,26.1,0.0
2023-03-20 23:00,25.8,0.0
Total,active = 23578.4, returned = 0.0
