Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-06-09 00:00,18.1,0.0
2023-06-09 01:00,18.0,0.0
2023-06-09 02:00,18.0,0.0
2023-06-09 03:00,28.6,0.0
2023-06-09 04:00,863.7,0.0
2023-06-09 05:00,1502.8,0.0
2023-06-09 06:00,1535.4,0.0
2023-06-09 07:00,1533.4,0.0
2023-06-09 08:00,1538.9,0.0
2023-06-09 09:00,1541.7,0.0
2023-06-09 10:00,1512.6,0.0
2023-06-09 11:00,1066.2,0.0
2023-06-09 12:00,114.9,0.0
2023-06-09 13:00,37.9,0.0
2023-06-09 14:00,12.0,0.0
2023-06-09 15:00,12.0,0.0
2023-06-09 16:00,12.4,0.0
2023-06-09 17:00,12.6,0.0
2023-06-09 18:00,12.5,0.0
2023-06-09 19:00,12.6,0.0
2023-06-09 20:00,12.4,0.0
2023-06-09 21:00,12.0,0.0
2023-06-09 22:00,12.0,0.0
2023-06-09 23:00,12.2,0.0
Total,active = 11452.9, returned = 0.0
