Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-02-11 00:00,31.5,0.0
2023-02-11 01:00,31.5,0.0
2023-02-11 02:00,31.5,0.0
2023-02-11 03:00,31.6,0.0
2023-02-11 04:00,31.6,0.0
2023-02-11 05:00,32.5,0.0
2023-02-11 06:00,31.2,0.0
2023-02-11 07:00,31.7,0.0
2023-02-11 08:00,31.6,0.0
2023-02-11 09:00,32.0,0.0
2023-02-11 10:00,31.5,0.0
2023-02-11 11:00,31.5,0.0
2023-02-11 12:00,31.9,0.0
2023-02-11 13:00,31.6,0.0
2023-02-11 14:00,31.8,0.0
2023-02-11 15:00,32.6,0.0
2023-02-11 16:00,31.9,0.0
2023-02-11 17:00,31.9,0.0
2023-02-11 18:00,31.7,0.0
2023-02-11 19:00,31.9,0.0
2023-02-11 20:00,31.5,0.0
2023-02-11 21:00,31.5,0.0
2023-02-11 22:00,31.6,0.0
2023-02-11 23:00,31.7,0.0
Total,active = 761.3, returned = 0.0
