Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2022-10-28 00:00,21.4,0.0
2022-10-28 01:00,21.4,0.0
2022-10-28 02:00,21.9,0.0
2022-10-28 03:00,21.7,0.0
2022-10-28 04:00,21.9,0.0
2022-10-28 05:00,398.7,0.0
2022-10-28 06:00,1097.5,0.0
2022-10-28 07:00,1135.7,0.0
2022-10-28 08:00,1146.3,0.0
2022-10-28 09:00,1089.2,0.0
2022-10-28 10:00,1143.1,0.0
2022-10-28 11:00,1142.4,0.0
2022-10-28 12:00,1146.9,0.0
2022-10-28 13:00,1083.2,0.0
2022-10-28 14:00,227.6,0.0
2022-10-28 15:00,518.9,0.0
2022-10-28 16:00,278.6,0.0
2022-10-28 17:00,20.4,0.0
2022-10-28 18:00,20.4,0.0
2022-10-28 19:00,40.1,0.0
2022-10-28 20:00,46.7,0.0
2022-10-28 21:00,23.4,0.0
2022-10-28 22:00,20.4,0.0
2022-10-28 23:00,20.3,0.0
Total,active = 10708.1, returned = 0.0
