Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-02-26 00:00,20.4,0.0
2023-02-26 01:00,20.4,0.0
2023-02-26 02:00,20.4,0.0
2023-02-26 03:00,20.4,0.0
2023-02-26 04:00,20.4,0.0
2023-02-26 05:00,20.3,0.0
2023-02-26 06:00,19.9,0.0
2023-02-26 07:00,21.2,0.0
2023-02-26 08:00,20.8,0.0
2023-02-26 09:00,20.1,0.0
2023-02-26 10:00,20.4,0.0
2023-02-26 11:00,20.4,0.0
2023-02-26 12:00,20.4,0.0
2023-02-26 13:00,20.3,0.0
2023-02-26 14:00,20.4,0.0
2023-02-26 15:00,20.3,0.0
2023-02-26 16:00,20.3,0.0
2023-02-26 17:00,21.4,0.0
2023-02-26 18:00,20.4,0.0
2023-02-26 19:00,20.4,0.0
2023-02-26 20:00,20.4,0.0
2023-02-26 21:00,20.4,0.0
2023-02-26 22:00,20.4,0.0
2023-02-26 23:00,20.0,0.0
Total,active = 490.2, returned = 0.0
