Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-04-17 00:00,29.5,0.0
2023-04-17 01:00,29.8,0.0
2023-04-17 02:00,29.1,0.0
2023-04-17 03:00,348.3,0.0
2023-04-17 04:00,1333.8,0.0
2023-04-17 05:00,1568.5,0.0
2023-04-17 06:00,1775.4,0.0
2023-04-17 07:00,1933.2,0.0
2023-04-17 08:00,1899.9,0.0
2023-04-17 09:00,1867.3,0.0
2023-04-17 10:00,1832.5,0.0
2023-04-17 11:00,1867.6,0.0
2023-04-17 12:00,1810.0,0.0
2023-04-17 13:00,882.0,0.0
2023-04-17 14:00,127.9,0.0
2023-04-17 15:00,118.7,0.0
2023-04-17 16:00,131.4,0.0
2023-04-17 17:00,66.5,0.0
2023-04-17 18:00,45.0,0.0
2023-04-17 19:00,44.9,0.0
2023-04-17 20:00,40.4,0.0
2023-04-17 21:00,27.4,0.0
2023-04-17 22:00,27.2,0.0
2023-04-17 23:00,27.2,0.0
Total,active = 17863.5, returned = 0.0
