Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-06-05 00:00,94.3,0.0
2023-06-05 01:00,94.7,0.0
2023-06-05 02:00,94.6,0.0
2023-06-05 03:00,94.8,0.0
2023-06-05 04:00,858.3,0.0
2023-06-05 05:00,1695.8,0.0
2023-06-05 06:00,1616.8,0.0
2023-06-05 07:00,1705.7,0.0
2023-06-05 08:00,1736.6,0.0
2023-06-05 09:00,1675.6,0.0
2023-06-05 10:00,1508.1,0.0
2023-06-05 11:00,1890.7,0.0
2023-06-05 12:00,1528.1,0.0
2023-06-05 13:00,1622.4,0.0
2023-06-05 14:00,338.6,0.0
2023-06-05 15:00,98.4,0.0
2023-06-05 16:00,98.8,0.0
2023-06-05 17:00,99.0,0.0
2023-06-05 18:00,98.8,0.0
2023-06-05 19:00,99.1,0.0
2023-06-05 20:00,98.9,0.0
2023-06-05 21:00,99.1,0.0
2023-06-05 22:00,99.0,0.0
2023-06-05 23:00,98.7,0.0
Total,active = 17444.9, returned = 0.0
