Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-07-23 00:00,20.8,0.0
2023-07-23 01:00,20.8,0.0
2023-07-23 02:00,21.1,0.0
2023-07-23 03:00,20.4,0.0
2023-07-23 04:00,20.8,0.0
2023-07-23 05:00,21.1,0.0
2023-07-23 06:00,21.5,0.0
2023-07-23 07:00,21.1,0.0
2023-07-23 08:00,21.3,0.0
2023-07-23 09:00,21.3,0.0
2023-07-23 10:00,21.4,0.0
2023-07-23 11:00,21.0,0.0
2023-07-23 12:00,21.2,0.0
2023-07-23 13:00,21.0,0.0
2023-07-23 14:00,21.1,0.0
2023-07-23 15:00,21.0,0.0
2023-07-23 16:00,21.3,0.0
2023-07-23 17:00,20.7,0.0
2023-07-23 18:00,20.9,0.0
2023-07-23 19:00,21.0,0.0
2023-07-23 20:00,20.9,0.0
2023-07-23 21:00,21.0,0.0
2023-07-23 22:00,21.0,0.0
2023-07-23 23:00,20.7,0.0
Total,active = 504.4, returned = 0.0
