Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-03-24 00:00,22.8,0.0
2023-03-24 01:00,22.8,0.0
2023-03-24 02:00,22.8,0.0
2023-03-24 03:00,22.8,0.0
2023-03-24 04:00,33.2,0.0
2023-03-24 05:00,71.3,0.0
2023-03-24 06:00,183.6,0.0
2023-03-24 07:00,344.5,0.0
2023-03-24 08:00,1271.9,0.0
2023-03-24 09:00,1250.3,0.0
2023-03-24 10:00,1235.2,0.0
2023-03-24 11:00,1278.5,0.0
2023-03-24 12:00,1291.7,0.0
2023-03-24 13:00,1248.2,0.0
2023-03-24 14:00,1200.6,0.0
2023-03-24 15:00,1146.7,0.0
2023-03-24 16:00,1495.3,0.0
2023-03-24 17:00,68.6,0.0
2023-03-24 18:00,22.8,0.0
2023-03-24 19:00,22.8,0.0
2023-03-24 20:00,22.5,0.0
2023-03-24 21:00,22.1,0.0
2023-03-24 22:00,21.8,0.0
2023-03-24 23:00,21.6,0.0
Total,active = 12344.4, returned = 0.0
