Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2022-12-21 00:00,20.2,0.0
2022-12-21 01:00,20.3,0.0
2022-12-21 02:00,20.2,0.0
2022-12-21 03:00,20.4,0.0
2022-12-21 04:00,20.2,0.0
2022-12-21 05:00,20.0,0.0
2022-12-21 06:00,458.2,0.0
2022-12-21 07:00,1106.8,0.0
2022-12-21 08:00,1134.2,0.0
2022-12-21 09:00,1174.3,0.0
2022-12-21 10:00,1110.5,0.0
2022-12-21 11:00,1155.6,0.0
2022-12-21 12:00,1374.9,0.0
2022-12-21 13:00,1571.8,0.0
2022-12-21 14:00,1576.1,0.0
2022-12-21 15:00,1478.6,0.0
2022-12-21 16:00,739.4,0.0
2022-12-21 17:00,185.4,0.0
2022-12-21 18:00,20.5,0.0
2022-12-21 19:00,20.4,0.0
2022-12-21 20:00,20.4,0.0
2022-12-21 21:00,20.4,0.0
2022-12-21 22:00,20.2,0.0
2022-12-21 23:00,20.4,0.0
Total,active = 13309.4, returned = 0.0
