Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-02-05 00:00,39.7,0.0
2023-02-05 01:00,39.7,0.0
2023-02-05 02:00,39.8,0.0
2023-02-05 03:00,40.0,0.0
2023-02-05 04:00,40.7,0.0
2023-02-05 05:00,39.9,0.0
2023-02-05 06:00,40.1,0.0
2023-02-05 07:00,40.1,0.0
2023-02-05 08:00,40.3,0.0
2023-02-05 09:00,39.8,0.0
2023-02-05 10:00,40.0,0.0
2023-02-05 11:00,40.0,0.0
2023-02-05 12:00,40.1,0.0
2023-02-05 13:00,40.8,0.0
2023-02-05 14:00,40.2,0.0
2023-02-05 15:00,39.8,0.0
2023-02-05 16:00,39.8,0.0
2023-02-05 17:00,40.0,0.0
2023-02-05 18:00,40.3,0.0
2023-02-05 19:00,39.8,0.0
2023-02-05 20:00,40.0,0.0
2023-02-05 21:00,39.7,0.0
2023-02-05 22:00,39.7,0.0
2023-02-05 23:00,40.7,0.0
Total,active = 961.0, returned = 0.0
