Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-08-28 00:00,73.2,0.0
2023-08-28 01:00,73.1,0.0
2023-08-28 02:00,73.1,0.0
2023-08-28 03:00,84.1,0.0
2023-08-28 04:00,1373.4,0.0
2023-08-28 05:00,1434.6,0.0
2023-08-28 06:00,1516.6,0.0
2023-08-28 07:00,1598.2,0.0
2023-08-28 08:00,1588.0,0.0
2023-08-28 09:00,1523.0,0.0
2023-08-28 10:00,1500.9,0.0
2023-08-28 11:00,1607.6,0.0
2023-08-28 12:00,1441.9,0.0
2023-08-28 13:00,1116.8,0.0
2023-08-28 14:00,98.9,0.0
2023-08-28 15:00,56.9,0.0
2023-08-28 16:00,23.4,0.0
2023-08-28 17:00,23.4,0.0
2023-08-28 18:00,23.4,0.0
2023-08-28 19:00,23.6,0.0
2023-08-28 20:00,23.2,0.0
2023-08-28 21:00,23.1,0.0
2023-08-28 22:00,22.8,0.0
2023-08-28 23:00,23.1,0.0
Total,active = 15346.3, returned = 0.0
