Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2022-12-04 00:00,19.8,0.0
2022-12-04 01:00,19.8,0.0
2022-12-04 02:00,19.8,0.0
2022-12-04 03:00,19.8,0.0
2022-12-04 04:00,19.8,0.0
2022-12-04 05:00,19.9,0.0
2022-12-04 06:00,19.7,0.0
2022-12-04 07:00,20.7,0.0
2022-12-04 08:00,19.8,0.0
2022-12-04 09:00,20.0,0.0
2022-12-04 10:00,19.8,0.0
2022-12-04 11:00,19.8,0.0
2022-12-04 12:00,19.8,0.0
2022-12-04 13:00,20.0,0.0
2022-12-04 14:00,19.8,0.0
2022-12-04 15:00,19.8,0.0
2022-12-04 16:00,20.3,0.0
2022-12-04 17:00,20.4,0.0
2022-12-04 18:00,19.9,0.0
2022-12-04 19:00,19.8,0.0
2022-12-04 20:00,20.1,0.0
2022-12-04 21:00,19.8,0.0
2022-12-04 22:00,20.1,0.0
2022-12-04 23:00,19.8,0.0
Total,active = 478.3, returned = 0.0
