Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2022-10-08 00:00,20.9,0.0
2022-10-08 01:00,20.6,0.0
2022-10-08 02:00,20.9,0.0
2022-10-08 03:00,21.6,0.0
2022-10-08 04:00,21.4,0.0
2022-10-08 05:00,21.0,0.0
2022-10-08 06:00,20.7,0.0
2022-10-08 07:00,20.5,0.0
2022-10-08 08:00,20.4,0.0
2022-10-08 09:00,20.6,0.0
2022-10-08 10:00,20.5,0.0
2022-10-08 11:00,20.7,0.0
2022-10-08 12:00,20.9,0.0
2022-10-08 13:00,20.9,0.0
2022-10-08 14:00,21.4,0.0
2022-10-08 15:00,20.7,0.0
2022-10-08 16:00,20.9,0.0
2022-10-08 17:00,21.0,0.0
2022-10-08 18:00,21.0,0.0
2022-10-08 19:00,21.0,0.0
2022-10-08 20:00,21.0,0.0
2022-10-08 21:00,21.0,0.0
2022-10-08 22:00,21.0,0.0
2022-10-08 23:00,21.0,0.0
Total,active = 501.6, returned = 0.0
