Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-05-06 00:00,25.8,0.0
2023-05-06 01:00,25.8,0.0
2023-05-06 02:00,25.8,0.0
2023-05-06 03:00,25.8,0.0
2023-05-06 04:00,25.9,0.0
2023-05-06 05:00,26.1,0.0
2023-05-06 06:00,25.8,0.0
2023-05-06 07:00,25.8,0.0
2023-05-06 08:00,25.8,0.0
2023-05-06 09:00,25.8,0.0
2023-05-06 10:00,26.0,0.0
2023-05-06 11:00,25.8,0.0
2023-05-06 12:00,25.8,0.0
2023-05-06 13:00,26.0,0.0
2023-05-06 14:00,26.2,0.0
2023-05-06 15:00,25.9,0.0
2023-05-06 16:00,26.2,0.0
2023-05-06 17:00,25.8,0.0
2023-05-06 18:00,25.9,0.0
2023-05-06 19:00,25.9,0.0
2023-05-06 20:00,25.9,0.0
2023-05-06 21:00,25.8,0.0
2023-05-06 22:00,25.8,0.0
2023-05-06 23:00,26.3,0.0
Total,active = 621.7, returned = 0.0
