Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-04-26 00:00,25.4,0.0
2023-04-26 01:00,25.3,0.0
2023-04-26 02:00,25.4,0.0
2023-04-26 03:00,130.9,0.0
2023-04-26 04:00,1793.0,0.0
2023-04-26 05:00,2314.7,0.0
2023-04-26 06:00,2607.0,0.0
2023-04-26 07:00,2861.0,0.0
2023-04-26 08:00,3341.2,0.0
2023-04-26 09:00,3466.0,0.0
2023-04-26 10:00,2605.0,0.0
2023-04-26 11:00,2683.0,0.0
2023-04-26 12:00,2507.7,0.0
2023-04-26 13:00,2177.4,0.0
2023-04-26 14:00,537.9,0.0
2023-04-26 15:00,50.4,0.0
2023-04-26 16:00,50.5,0.0
2023-04-26 17:00,50.8,0.0
2023-04-26 18:00,50.3,0.0
2023-04-26 19:00,26.2,0.0
2023-04-26 20:00,26.4,0.0
2023-04-26 21:00,26.0,0.0
2023-04-26 22:00,26.4,0.0
2023-04-26 23:00,26.0,0.0
Total,active = 27433.9, returned = 0.0
