Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-07-20 00:00,21.9,0.0
2023-07-20 01:00,21.7,0.0
2023-07-20 02:00,21.7,0.0
2023-07-20 03:00,22.0,0.0
2023-07-20 04:00,780.2,0.0
2023-07-20 05:00,1508.4,0.0
2023-07-20 06:00,1660.0,0.0
2023-07-20 07:00,1646.6,0.0
2023-07-20 08:00,1645.8,0.0
2023-07-20 09:00,1570.6,0.0
2023-07-20 10:00,1636.8,0.0
2023-07-20 11:00,1644.4,0.0
2023-07-20 12:00,1629.6,0.0
2023-07-20 13:00,1507.9,0.0
2023-07-20 14:00,103.6,0.0
2023-07-20 15:00,27.7,0.0
2023-07-20 16:00,22.3,0.0
2023-07-20 17:00,22.2,0.0
2023-07-20 18:00,22.3,0.0
2023-07-20 19:00,22.0,0.0
2023-07-20 20:00,21.9,0.0
2023-07-20 21:00,21.9,0.0
2023-07-20 22:00,22.2,0.0
2023-07-20 23:00,22.0,0.0
Total,active = 15625.7, returned = 0.0
