Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-05-19 00:00,24.5,0.0
2023-05-19 01:00,24.0,0.0
2023-05-19 02:00,24.0,0.0
2023-05-19 03:00,385.0,0.0
2023-05-19 04:00,2518.6,0.0
2023-05-19 05:00,1675.8,0.0
2023-05-19 06:00,1740.3,0.0
2023-05-19 07:00,1799.9,0.0
2023-05-19 08:00,1755.8,0.0
2023-05-19 09:00,1677.1,0.0
2023-05-19 10:00,1839.9,0.0
2023-05-19 11:00,2060.4,0.0
2023-05-19 12:00,1779.0,0.0
2023-05-19 13:00,2037.7,0.0
2023-05-19 14:00,394.5,0.0
2023-05-19 15:00,97.8,0.0
2023-05-19 16:00,53.3,0.0
2023-05-19 17:00,23.4,0.0
2023-05-19 18:00,23.5,0.0
2023-05-19 19:00,23.6,0.0
2023-05-19 20:00,23.8,0.0
2023-05-19 21:00,23.9,0.0
2023-05-19 22:00,23.8,0.0
2023-05-19 23:00,23.7,0.0
Total,active = 20053.3, returned = 0.0
