Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-06-26 00:00,17.1,0.0
2023-06-26 01:00,17.4,0.0
2023-06-26 02:00,17.0,0.0
2023-06-26 03:00,17.5,0.0
2023-06-26 04:00,1398.8,0.0
2023-06-26 05:00,1644.1,0.0
2023-06-26 06:00,1709.9,0.0
2023-06-26 07:00,1769.0,0.0
2023-06-26 08:00,1765.5,0.0
2023-06-26 09:00,1733.0,0.0
2023-06-26 10:00,1749.4,0.0
2023-06-26 11:00,1764.0,0.0
2023-06-26 12:00,1587.6,0.0
2023-06-26 13:00,1547.7,0.0
2023-06-26 14:00,421.9,0.0
2023-06-26 15:00,22.1,0.0
2023-06-26 16:00,22.1,0.0
2023-06-26 17:00,21.9,0.0
2023-06-26 18:00,21.8,0.0
2023-06-26 19:00,21.9,0.0
2023-06-26 20:00,21.9,0.0
2023-06-26 21:00,21.7,0.0
2023-06-26 22:00,21.7,0.0
2023-06-26 23:00,21.5,0.0
Total,active = 17356.5, returned = 0.0
