Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-03-23 00:00,25.8,0.0
2023-03-23 01:00,25.8,0.0
2023-03-23 02:00,25.8,0.0
2023-03-23 03:00,25.8,0.0
2023-03-23 04:00,107.3,0.0
2023-03-23 05:00,1684.4,0.0
2023-03-23 06:00,2063.9,0.0
2023-03-23 07:00,2030.9,0.0
2023-03-23 08:00,2064.7,0.0
2023-03-23 09:00,2116.2,0.0
2023-03-23 10:00,2083.9,0.0
2023-03-23 11:00,2171.9,0.0
2023-03-23 12:00,2178.8,0.0
2023-03-23 13:00,2175.4,0.0
2023-03-23 14:00,2135.6,0.0
2023-03-23 15:00,1820.9,0.0
2023-03-23 16:00,520.0,0.0
2023-03-23 17:00,520.9,0.0
2023-03-23 18:00,94.4,0.0
2023-03-23 19:00,22.8,0.0
2023-03-23 20:00,23.1,0.0
2023-03-23 21:00,23.1,0.0
2023-03-23 22:00,22.6,0.0
2023-03-23 23:00,22.8,0.0
Total,active = 23986.8, returned = 0.0
