Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-07-08 00:00,63.0,0.0
2023-07-08 01:00,62.8,0.0
2023-07-08 02:00,62.5,0.0
2023-07-08 03:00,62.9,0.0
2023-07-08 04:00,62.7,0.0
2023-07-08 05:00,63.0,0.0
2023-07-08 06:00,63.6,0.0
2023-07-08 07:00,62.8,0.0
2023-07-08 08:00,62.5,0.0
2023-07-08 09:00,61.9,0.0
2023-07-08 10:00,62.4,0.0
2023-07-08 11:00,62.5,0.0
2023-07-08 12:00,62.6,0.0
2023-07-08 13:00,62.9,0.0
2023-07-08 14:00,62.5,0.0
2023-07-08 15:00,62.4,0.0
2023-07-08 16:00,62.8,0.0
2023-07-08 17:00,62.9,0.0
2023-07-08 18:00,61.9,0.0
2023-07-08 19:00,62.3,0.0
2023-07-08 20:00,62.1,0.0
2023-07-08 21:00,62.1,0.0
2023-07-08 22:00,61.9,0.0
2023-07-08 23:00,61.6,0.0
Total,active = 1500.6, returned = 0.0
