Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2022-12-02 00:00,23.0,0.0
2022-12-02 01:00,23.4,0.0
2022-12-02 02:00,23.3,0.0
2022-12-02 03:00,23.4,0.0
2022-12-02 04:00,23.8,0.0
2022-12-02 05:00,23.1,0.0
2022-12-02 06:00,368.4,0.0
2022-12-02 07:00,1180.8,0.0
2022-12-02 08:00,1196.9,0.0
2022-12-02 09:00,446.4,0.0
2022-12-02 10:00,19.8,0.0
2022-12-02 11:00,19.8,0.0
2022-12-02 12:00,19.8,0.0
2022-12-02 13:00,19.8,0.0
2022-12-02 14:00,19.8,0.0
2022-12-02 15:00,20.2,0.0
2022-12-02 16:00,21.3,0.0
2022-12-02 17:00,21.0,0.0
2022-12-02 18:00,20.9,0.0
2022-12-02 19:00,20.9,0.0
2022-12-02 20:00,20.7,0.0
2022-12-02 21:00,20.4,0.0
2022-12-02 22:00,20.7,0.0
2022-12-02 23:00,20.3,0.0
Total,active = 3617.9, returned = 0.0
