Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-05-24 00:00,29.0,0.0
2023-05-24 01:00,28.6,0.0
2023-05-24 02:00,28.5,0.0
2023-05-24 03:00,28.4,0.0
2023-05-24 04:00,361.7,0.0
2023-05-24 05:00,1629.7,0.0
2023-05-24 06:00,1751.1,0.0
2023-05-24 07:00,1798.9,0.0
2023-05-24 08:00,1856.7,0.0
2023-05-24 09:00,1854.6,0.0
2023-05-24 10:00,1839.5,0.0
2023-05-24 11:00,1850.4,0.0
2023-05-24 12:00,1800.3,0.0
2023-05-24 13:00,1724.1,0.0
2023-05-24 14:00,218.2,0.0
2023-05-24 15:00,125.3,0.0
2023-05-24 16:00,107.4,0.0
2023-05-24 17:00,48.0,0.0
2023-05-24 18:00,48.0,0.0
2023-05-24 19:00,48.2,0.0
2023-05-24 20:00,48.3,0.0
2023-05-24 21:00,26.7,0.0
2023-05-24 22:00,24.0,0.0
2023-05-24 23:00,23.9,0.0
Total,active = 17299.5, returned = 0.0
