Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-06-21 00:00,10.9,0.0
2023-06-21 01:00,10.8,0.0
2023-06-21 02:00,11.2,0.0
2023-06-21 03:00,11.1,0.0
2023-06-21 04:00,467.9,0.0
2023-06-21 05:00,1091.1,0.0
2023-06-21 06:00,1239.8,0.0
2023-06-21 07:00,1702.2,0.0
2023-06-21 08:00,1464.7,0.0
2023-06-21 09:00,1448.8,0.0
2023-06-21 10:00,1822.5,0.0
2023-06-21 11:00,1828.8,0.0
2023-06-21 12:00,1658.2,0.0
2023-06-21 13:00,1215.4,0.0
2023-06-21 14:00,78.0,0.0
2023-06-21 15:00,16.2,0.0
2023-06-21 16:00,16.2,0.0
2023-06-21 17:00,16.5,0.0
2023-06-21 18:00,16.5,0.0
2023-06-21 19:00,16.8,0.0
2023-06-21 20:00,16.7,0.0
2023-06-21 21:00,16.2,0.0
2023-06-21 22:00,16.3,0.0
2023-06-21 23:00,16.1,0.0
Total,active = 14208.9, returned = 0.0
