Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-01-06 00:00,22.0,0.0
2023-01-06 01:00,21.7,0.0
2023-01-06 02:00,21.1,0.0
2023-01-06 03:00,21.9,0.0
2023-01-06 04:00,21.7,0.0
2023-01-06 05:00,22.5,0.0
2023-01-06 06:00,486.8,0.0
2023-01-06 07:00,1061.4,0.0
2023-01-06 08:00,1121.0,0.0
2023-01-06 09:00,1158.0,0.0
2023-01-06 10:00,1163.9,0.0
2023-01-06 11:00,1156.1,0.0
2023-01-06 12:00,1251.7,0.0
2023-01-06 13:00,1302.2,0.0
2023-01-06 14:00,1634.2,0.0
2023-01-06 15:00,1457.0,0.0
2023-01-06 16:00,1311.1,0.0
2023-01-06 17:00,59.7,0.0
2023-01-06 18:00,21.0,0.0
2023-01-06 19:00,20.9,0.0
2023-01-06 20:00,21.2,0.0
2023-01-06 21:00,21.0,0.0
2023-01-06 22:00,20.8,0.0
2023-01-06 23:00,20.8,0.0
Total,active = 13419.7, returned = 0.0
