Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-01-25 00:00,22.4,0.0
2023-01-25 01:00,21.6,0.0
2023-01-25 02:00,21.9,0.0
2023-01-25 03:00,21.6,0.0
2023-01-25 04:00,21.9,0.0
2023-01-25 05:00,1402.9,0.0
2023-01-25 06:00,1950.7,0.0
2023-01-25 07:00,2109.9,0.0
2023-01-25 08:00,2199.6,0.0
2023-01-25 09:00,2202.9,0.0
2023-01-25 10:00,2205.8,0.0
2023-01-25 11:00,2212.8,0.0
2023-01-25 12:00,2197.8,0.0
2023-01-25 13:00,2225.7,0.0
2023-01-25 14:00,2135.5,0.0
2023-01-25 15:00,2020.6,0.0
2023-01-25 16:00,1879.6,0.0
2023-01-25 17:00,410.8,0.0
2023-01-25 18:00,22.2,0.0
2023-01-25 19:00,22.9,0.0
2023-01-25 20:00,22.2,0.0
2023-01-25 21:00,22.0,0.0
2023-01-25 22:00,22.2,0.0
2023-01-25 23:00,22.2,0.0
Total,active = 25397.7, returned = 0.0
