Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2022-10-13 00:00,23.7,0.0
2022-10-13 01:00,22.8,0.0
2022-10-13 02:00,22.8,0.0
2022-10-13 03:00,23.2,0.0
2022-10-13 04:00,22.4,0.0
2022-10-13 05:00,55.6,0.0
2022-10-13 06:00,153.4,0.0
2022-10-13 07:00,710.1,0.0
2022-10-13 08:00,729.2,0.0
2022-10-13 09:00,732.3,0.0
2022-10-13 10:00,717.2,0.0
2022-10-13 11:00,720.1,0.0
2022-10-13 12:00,723.3,0.0
2022-10-13 13:00,732.7,0.0
2022-10-13 14:00,138.0,0.0
2022-10-13 15:00,289.6,0.0
2022-10-13 16:00,19.8,0.0
2022-10-13 17:00,21.2,0.0
2022-10-13 18:00,20.2,0.0
2022-10-13 19:00,20.2,0.0
2022-10-13 20:00,20.4,0.0
2022-10-13 21:00,20.4,0.0
2022-10-13 22:00,20.2,0.0
2022-10-13 23:00,20.4,0.0
Total,active = 5979.2, returned = 0.0
