Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-03-22 00:00,84.2,0.0
2023-03-22 01:00,84.4,0.0
2023-03-22 02:00,84.3,0.0
2023-03-22 03:00,83.9,0.0
2023-03-22 04:00,83.8,0.0
2023-03-22 05:00,1266.4,0.0
2023-03-22 06:00,1345.1,0.0
2023-03-22 07:00,1484.3,0.0
2023-03-22 08:00,1510.5,0.0
2023-03-22 09:00,1491.6,0.0
2023-03-22 10:00,1494.4,0.0
2023-03-22 11:00,1546.5,0.0
2023-03-22 12:00,1506.7,0.0
2023-03-22 13:00,1505.9,0.0
2023-03-22 14:00,1446.1,0.0
2023-03-22 15:00,804.1,0.0
2023-03-22 16:00,696.6,0.0
2023-03-22 17:00,25.2,0.0
2023-03-22 18:00,25.5,0.0
2023-03-22 19:00,25.5,0.0
2023-03-22 20:00,25.8,0.0
2023-03-22 21:00,25.9,0.0
2023-03-22 22:00,25.8,0.0
2023-03-22 23:00,26.3,0.0
Total,active = 16698.8, returned = 0.0
