Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-02-21 00:00,21.0,0.0
2023-02-21 01:00,21.7,0.0
2023-02-21 02:00,21.0,0.0
2023-02-21 03:00,21.0,0.0
2023-02-21 04:00,21.1,0.0
2023-02-21 05:00,1471.5,0.0
2023-02-21 06:00,2003.4,0.0
2023-02-21 07:00,2108.4,0.0
2023-02-21 08:00,2117.9,0.0
2023-02-21 09:00,2180.9,0.0
2023-02-21 10:00,2184.1,0.0
2023-02-21 11:00,2229.2,0.0
2023-02-21 12:00,2214.1,0.0
2023-02-21 13:00,2202.8,0.0
2023-02-21 14:00,2110.5,0.0
2023-02-21 15:00,1935.4,0.0
2023-02-21 16:00,988.6,0.0
2023-02-21 17:00,467.7,0.0
2023-02-21 18:00,21.4,0.0
2023-02-21 19:00,21.8,0.0
2023-02-21 20:00,21.0,0.0
2023-02-21 21:00,21.0,0.0
2023-02-21 22:00,21.0,0.0
2023-02-21 23:00,21.0,0.0
Total,active = 24447.5, returned = 0.0
