Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2022-11-29 00:00,20.0,0.0
2022-11-29 01:00,19.8,0.0
2022-11-29 02:00,20.3,0.0
2022-11-29 03:00,20.3,0.0
2022-11-29 04:00,20.3,0.0
2022-11-29 05:00,20.2,0.0
2022-11-29 06:00,388.0,0.0
2022-11-29 07:00,1114.9,0.0
2022-11-29 08:00,1170.9,0.0
2022-11-29 09:00,1197.4,0.0
2022-11-29 10:00,1119.5,0.0
2022-11-29 11:00,1193.0,0.0
2022-11-29 12:00,1202.5,0.0
2022-11-29 13:00,1595.6,0.0
2022-11-29 14:00,1617.0,0.0
2022-11-29 15:00,1197.2,0.0
2022-11-29 16:00,520.4,0.0
2022-11-29 17:00,522.1,0.0
2022-11-29 18:00,135.0,0.0
2022-11-29 19:00,21.1,0.0
2022-11-29 20:00,20.3,0.0
2022-11-29 21:00,20.3,0.0
2022-11-29 22:00,20.0,0.0
2022-11-29 23:00,20.2,0.0
Total,active = 13196.3, returned = 0.0
