Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-03-31 00:00,49.2,0.0
2023-03-31 01:00,49.2,0.0
2023-03-31 02:00,49.3,0.0
2023-03-31 03:00,86.8,0.0
2023-03-31 04:00,1289.9,0.0
2023-03-31 05:00,2032.7,0.0
2023-03-31 06:00,2105.3,0.0
2023-03-31 07:00,2155.2,0.0
2023-03-31 08:00,2514.9,0.0
2023-03-31 09:00,2560.0,0.0
2023-03-31 10:00,2582.0,0.0
2023-03-31 11:00,2635.0,0.0
2023-03-31 12:00,2375.3,0.0
2023-03-31 13:00,2110.1,0.0
2023-03-31 14:00,511.5,0.0
2023-03-31 15:00,1041.4,0.0
2023-03-31 16:00,1856.0,0.0
2023-03-31 17:00,1980.4,0.0
2023-03-31 18:00,786.6,0.0
2023-03-31 19:00,451.5,0.0
2023-03-31 20:00,25.0,0.0
2023-03-31 21:00,25.2,0.0
2023-03-31 22:00,25.1,0.0
2023-03-31 23:00,24.9,0.0
Total,active = 29322.5, returned = 0.0
