Date/time UTC,Active energy Wh (A),Returned energy Wh (A)
2023-06-23 00:00,105.9,0.0
2023-06-23 01:00,106.6,0.0
2023-06-23 02:00,105.6,0.0
2023-06-23 03:00,1482.8,0.0
2023-06-23 04:00,3077.3,0.0
2023-06-23 05:00,3230.7,0.0
2023-06-23 06:00,3410.9,0.0
2023-06-23 07:00,3374.2,0.0
2023-06-23 08:00,3332.0,0.0
2023-06-23 09:00,3196.2,0.0
2023-06-23 10:00,3395.3,0.0
2023-06-23 11:00,3446.4,0.0
2023-06-23 12:00,3296.9,0.0
2023-06-23 13:00,1025.8,0.0
2023-06-23 14:00,34.2,0.0
2023-06-23 15:00,35.4,0.0
2023-06-23 16:00,34.6,0.0
2023-06-23 17:00,35.4,0.0
2023-06-23 18:00,35.1,0.0
2023-06-23 19:00,34.2,0.0
2023-06-23 20:00,34.1,0.0
2023-06-23 21:00,34.4,0.0
2023-06-23 22:00,35.1,0.0
2023-06-23 23:00,34.9,0.0
Total,active = 32934.0, returned = 0.0
