Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-08-28 23:00,14.8,0.0
2023-08-28 00:00,15.0,0.0
2023-08-28 01:00,15.0,0.0
2023-08-28 02:00,15.0,0.0
2023-08-28 03:00,19.8,0.0
2023-08-28 04:00,798.8,0.0
2023-08-28 05:00,1084.5,0.0
2023-08-28 06:00,1545.6,0.0
2023-08-28 07:00,2526.1,0.0
2023-08-28 08:00,1874.7,0.0
2023-08-28 09:00,1946.7,0.0
2023-08-28 10:00,1888.0,0.0
2023-08-28 11:00,2956.0,0.0
2023-08-28 12:00,2362.2,0.0
2023-08-28 13:00,1353.9,0.0
2023-08-28 14:00,877.5,0.0
2023-08-28 15:00,15.9,0.0
2023-08-28 16:00,15.6,0.0
2023-08-28 17:00,15.6,0.0
2023-08-28 18:00,107.0,0.0
2023-08-28 19:00,687.8,0.0
2023-08-28 20:00,15.5,0.0
2023-08-28 21:00,15.4,0.0
2023-08-28 22:00,15.6,0.0
Total,active = 20182.0, returned = 0.0
