Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-05-16 00:00,43.3,0.0
2023-05-16 01:00,43.7,0.0
2023-05-16 02:00,44.6,0.0
2023-05-16 03:00,43.8,0.0
2023-05-16 04:00,930.2,0.0
2023-05-16 05:00,1407.8,0.0
2023-05-16 06:00,2149.3,0.0
2023-05-16 07:00,1833.9,0.0
2023-05-16 08:00,1695.4,0.0
2023-05-16 09:00,2601.8,0.0
2023-05-16 10:00,2765.0,0.0
2023-05-16 11:00,2157.9,0.0
2023-05-16 12:00,1677.8,0.0
2023-05-16 13:00,2549.1,0.0
2023-05-16 14:00,1119.3,0.0
2023-05-16 15:00,54.1,0.0
2023-05-16 16:00,21.5,0.0
2023-05-16 17:00,17.4,0.0
2023-05-16 18:00,737.1,0.0
2023-05-16 19:00,17.4,0.0
2023-05-16 20:00,17.4,0.0
2023-05-16 21:00,17.4,0.0
2023-05-16 22:00,17.4,0.0
2023-05-16 23:00,17.4,0.0
Total,active = 21980.0, returned = 0.0
