Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-02-24 23:00,19.2,0.0
2023-02-24 00:00,19.2,0.0
2023-02-24 01:00,19.2,0.0
2023-02-24 02:00,19.2,0.0
2023-02-24 03:00,19.2,0.0
2023-02-24 04:00,19.2,0.0
2023-02-24 05:00,1517.9,0.0
2023-02-24 06:00,2521.1,0.0
2023-02-24 07:00,1970.8,0.0
2023-02-24 08:00,2001.8,0.0
2023-02-24 09:00,2050.4,0.0
2023-02-24 10:00,3195.0,0.0
2023-02-24 11:00,3188.0,0.0
2023-02-24 12:00,2405.3,0.0
2023-02-24 13:00,2526.2,0.0
2023-02-24 14:00,34.4,0.0
2023-02-24 15:00,29.6,0.0
2023-02-24 16:00,19.2,0.0
2023-02-24 17:00,19.2,0.0
2023-02-24 18:00,448.6,0.0
2023-02-24 19:00,242.7,0.0
2023-02-24 20:00,19.2,0.0
2023-02-24 21:00,19.2,0.0
2023-02-24 22:00,19.3,0.0
Total,active = 22343.1, returned = 0.0
