Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-01-30 00:00,13.4,0.0
2023-01-30 01:00,13.6,0.0
2023-01-30 02:00,13.2,0.0
2023-01-30 03:00,13.7,0.0
2023-01-30 04:00,14.1,0.0
2023-01-30 05:00,1379.6,0.0
2023-01-30 06:00,2581.0,0.0
2023-01-30 07:00,1586.4,0.0
2023-01-30 08:00,1612.9,0.0
2023-01-30 09:00,2129.9,0.0
2023-01-30 10:00,3552.0,0.0
2023-01-30 11:00,4069.0,0.0
2023-01-30 12:00,3660.0,0.0
2023-01-30 13:00,3518.0,0.0
2023-01-30 14:00,3133.0,0.0
2023-01-30 15:00,2727.7,0.0
2023-01-30 16:00,2230.6,0.0
2023-01-30 17:00,2227.4,0.0
2023-01-30 18:00,1802.7,0.0
2023-01-30 19:00,364.3,0.0
2023-01-30 20:00,358.9,0.0
2023-01-30 21:00,306.2,0.0
2023-01-30 22:00,766.8,0.0
2023-01-30 23:00,173.7,0.0
Total,active = 38248.1, returned = 0.0
