Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-02-20 23:00,18.6,0.0
2023-02-20 00:00,1063.6,0.0
2023-02-20 01:00,18.6,0.0
2023-02-20 02:00,18.6,0.0
2023-02-20 03:00,18.7,0.0
2023-02-20 04:00,19.1,0.0
2023-02-20 05:00,1308.4,0.0
2023-02-20 06:00,2543.0,0.0
2023-02-20 07:00,1771.0,0.0
2023-02-20 08:00,1432.9,0.0
2023-02-20 09:00,1719.7,0.0
2023-02-20 10:00,3137.0,0.0
2023-02-20 11:00,2741.0,0.0
2023-02-20 12:00,2865.0,0.0
2023-02-20 13:00,2653.0,0.0
2023-02-20 14:00,1560.8,0.0
2023-02-20 15:00,1312.5,0.0
2023-02-20 16:00,1295.0,0.0
2023-02-20 17:00,1032.8,0.0
2023-02-20 18:00,580.6,0.0
2023-02-20 19:00,18.6,0.0
2023-02-20 20:00,18.6,0.0
2023-02-20 21:00,18.6,0.0
2023-02-20 22:00,18.8,0.0
Total,active = 27184.5, returned = 0.0
