Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-03-22 00:00,250.6,0.0
2023-03-22 01:00,428.0,0.0
2023-03-22 02:00,16.8,0.0
2023-03-22 03:00,16.8,0.0
2023-03-22 04:00,17.0,0.0
2023-03-22 05:00,1155.2,0.0
2023-03-22 06:00,3016.5,0.0
2023-03-22 07:00,2172.6,0.0
2023-03-22 08:00,1934.8,0.0
2023-03-22 09:00,2786.3,0.0
2023-03-22 10:00,3465.0,0.0
2023-03-22 11:00,2973.0,0.0
2023-03-22 12:00,2710.9,0.0
2023-03-22 13:00,2676.5,0.0
2023-03-22 14:00,1329.1,0.0
2023-03-22 15:00,1251.0,0.0
2023-03-22 16:00,718.3,0.0
2023-03-22 17:00,31.3,0.0
2023-03-22 18:00,16.2,0.0
2023-03-22 19:00,16.2,0.0
2023-03-22 20:00,16.2,0.0
2023-03-22 21:00,16.2,0.0
2023-03-22 22:00,16.2,0.0
2023-03-22 23:00,621.3,0.0
Total,active = 27652.0, returned = 0.0
