Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-03-03 23:00,18.6,0.0
2023-03-03 00:00,670.7,0.0
2023-03-03 01:00,18.6,0.0
2023-03-03 02:00,18.6,0.0
2023-03-03 03:00,18.7,0.0
2023-03-03 04:00,18.6,0.0
2023-03-03 05:00,945.6,0.0
2023-03-03 06:00,1425.9,0.0
2023-03-03 07:00,2952.0,0.0
2023-03-03 08:00,1593.5,0.0
2023-03-03 09:00,1964.7,0.0
2023-03-03 10:00,3215.0,0.0
2023-03-03 11:00,3017.0,0.0
2023-03-03 12:00,1935.5,0.0
2023-03-03 13:00,2162.1,0.0
2023-03-03 14:00,30.9,0.0
2023-03-03 15:00,38.8,0.0
2023-03-03 16:00,38.6,0.0
2023-03-03 17:00,370.2,0.0
2023-03-03 18:00,326.7,0.0
2023-03-03 19:00,18.6,0.0
2023-03-03 20:00,18.6,0.0
2023-03-03 21:00,18.6,0.0
2023-03-03 22:00,18.4,0.0
Total,active = 20854.5, returned = 0.0
