Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-07-31 23:00,13.7,0.0
2023-07-31 00:00,13.9,0.0
2023-07-31 01:00,14.1,0.0
2023-07-31 02:00,14.2,0.0
2023-07-31 03:00,14.0,0.0
2023-07-31 04:00,1079.0,0.0
2023-07-31 05:00,1787.0,0.0
2023-07-31 06:00,2189.9,0.0
2023-07-31 07:00,1500.8,0.0
2023-07-31 08:00,1458.5,0.0
2023-07-31 09:00,2063.1,0.0
2023-07-31 10:00,2775.0,0.0
2023-07-31 11:00,1955.7,0.0
2023-07-31 12:00,2386.2,0.0
2023-07-31 13:00,450.0,0.0
2023-07-31 14:00,589.5,0.0
2023-07-31 15:00,21.8,0.0
2023-07-31 16:00,22.8,0.0
2023-07-31 17:00,193.3,0.0
2023-07-31 18:00,504.5,0.0
2023-07-31 19:00,22.8,0.0
2023-07-31 20:00,23.0,0.0
2023-07-31 21:00,22.8,0.0
2023-07-31 22:00,22.8,0.0
Total,active = 19138.4, returned = 0.0
