Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-07-24 23:00,13.8,0.0
2023-07-24 00:00,13.9,0.0
2023-07-24 01:00,14.0,0.0
2023-07-24 02:00,23.0,0.0
2023-07-24 03:00,1057.6,0.0
2023-07-24 04:00,35.6,0.0
2023-07-24 05:00,70.3,0.0
2023-07-24 06:00,179.0,0.0
2023-07-24 07:00,751.0,0.0
2023-07-24 08:00,656.6,0.0
2023-07-24 09:00,1300.4,0.0
2023-07-24 10:00,1987.2,0.0
2023-07-24 11:00,174.6,0.0
2023-07-24 12:00,64.5,0.0
2023-07-24 13:00,672.0,0.0
2023-07-24 14:00,530.8,0.0
2023-07-24 15:00,13.8,0.0
2023-07-24 16:00,14.0,0.0
2023-07-24 17:00,13.8,0.0
2023-07-24 18:00,13.8,0.0
2023-07-24 19:00,14.1,0.0
2023-07-24 20:00,14.1,0.0
2023-07-24 21:00,13.9,0.0
2023-07-24 22:00,852.1,0.0
Total,active = 8493.9, returned = 0.0
