Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2022-10-03 23:00,9.0,0.0
2022-10-03 00:00,9.0,0.0
2022-10-03 01:00,9.0,0.0
2022-10-03 02:00,8.9,0.0
2022-10-03 03:00,9.0,0.0
2022-10-03 04:00,1100.6,0.0
2022-10-03 05:00,128.0,0.0
2022-10-03 06:00,86.3,0.0
2022-10-03 07:00,96.1,0.0
2022-10-03 08:00,521.1,0.0
2022-10-03 09:00,2123.4,0.0
2022-10-03 10:00,1866.5,0.0
2022-10-03 11:00,948.4,0.0
2022-10-03 12:00,602.6,0.0
2022-10-03 13:00,82.3,0.0
2022-10-03 14:00,351.6,0.0
2022-10-03 15:00,511.2,0.0
2022-10-03 16:00,9.0,0.0
2022-10-03 17:00,9.0,0.0
2022-10-03 18:00,9.1,0.0
2022-10-03 19:00,9.0,0.0
2022-10-03 20:00,9.0,0.0
2022-10-03 21:00,9.2,0.0
2022-10-03 22:00,66.9,0.0
Total,active = 8584.2, returned = 0.0
