Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-04-21 23:00,19.5,0.0
2023-04-21 00:00,19.7,0.0
2023-04-21 01:00,19.5,0.0
2023-04-21 02:00,19.8,0.0
2023-04-21 03:00,51.8,0.0
2023-04-21 04:00,1218.4,0.0
2023-04-21 05:00,2466.3,0.0
2023-04-21 06:00,1736.6,0.0
2023-04-21 07:00,1557.8,0.0
2023-04-21 08:00,1826.4,0.0
2023-04-21 09:00,2565.2,0.0
2023-04-21 10:00,1235.6,0.0
2023-04-21 11:00,576.2,0.0
2023-04-21 12:00,12.7,0.0
2023-04-21 13:00,12.5,0.0
2023-04-21 14:00,12.9,0.0
2023-04-21 15:00,12.6,0.0
2023-04-21 16:00,12.0,0.0
2023-04-21 17:00,12.0,0.0
2023-04-21 18:00,545.7,0.0
2023-04-21 19:00,272.9,0.0
2023-04-21 20:00,12.0,0.0
2023-04-21 21:00,12.0,0.0
2023-04-21 22:00,12.0,0.0
Total,active = 14242.1, returned = 0.0
