Date/time UTC,Active energy Wh (C),Returned energy Wh (C)
2023-03-19 23:00,10.8,0.0
2023-03-19 00:00,10.8,0.0
2023-03-19 01:00,10.8,0.0
2023-03-19 02:00,10.8,0.0
2023-03-19 03:00,554.2,0.0
2023-03-19 04:00,497.5,0.0
2023-03-19 05:00,10.8,0.0
2023-03-19 06:00,10.8,0.0
2023-03-19 07:00,10.8,0.0
2023-03-19 08:00,10.8,0.0
2023-03-19 09:00,10.8,0.0
2023-03-19 10:00,10.8,0.0
2023-03-19 11:00,10.8,0.0
2023-03-19 12:00,10.8,0.0
2023-03-19 13:00,950.1,0.0
2023-03-19 14:00,112.2,0.0
2023-03-19 15:00,10.8,0.0
2023-03-19 16:00,10.8,0.0
2023-03-19 17:00,10.8,0.0
2023-03-19 18:00,10.8,0.0
2023-03-19 19:00,10.8,0.0
2023-03-19 20:00,10.8,0.0
2023-03-19 21:00,10.8,0.0
2023-03-19 22:00,10.8,0.0
Total,active = 2330.0, returned = 0.0
