Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2022-10-01 00:00,142.4,0.0
2022-10-01 01:00,130.7,0.0
2022-10-01 02:00,179.4,0.0
2022-10-01 03:00,142.7,0.0
2022-10-01 04:00,127.5,0.0
2022-10-01 05:00,266.3,0.0
2022-10-01 06:00,144.4,0.0
2022-10-01 07:00,130.2,0.0
2022-10-01 08:00,179.0,0.0
2022-10-01 09:00,155.2,0.0
2022-10-01 10:00,114.2,0.0
2022-10-01 11:00,231.6,0.0
2022-10-01 12:00,153.4,0.0
2022-10-01 13:00,118.1,0.0
2022-10-01 14:00,178.8,0.0
2022-10-01 15:00,174.4,0.0
2022-10-01 16:00,125.6,0.0
2022-10-01 17:00,145.2,0.0
2022-10-01 18:00,176.7,0.0
2022-10-01 19:00,149.0,0.0
2022-10-01 20:00,122.0,0.0
2022-10-01 21:00,181.0,0.0
2022-10-01 22:00,157.2,0.0
2022-10-01 23:00,112.8,0.0
Total,active = 3737.8, returned = 0.0
