Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2022-09-26 00:00,117.0,0.0
2022-09-26 01:00,176.9,0.0
2022-09-26 02:00,166.0,0.0
2022-09-26 03:00,125.1,0.0
2022-09-26 04:00,194.4,0.0
2022-09-26 05:00,343.5,0.0
2022-09-26 06:00,720.3,0.0
2022-09-26 07:00,748.4,0.0
2022-09-26 08:00,474.1,0.0
2022-09-26 09:00,428.1,0.0
2022-09-26 10:00,408.3,0.0
2022-09-26 11:00,294.4,0.0
2022-09-26 12:00,268.6,0.0
2022-09-26 13:00,304.9,0.0
2022-09-26 14:00,170.7,0.0
2022-09-26 15:00,144.2,0.0
2022-09-26 16:00,309.3,0.0
2022-09-26 17:00,198.1,0.0
2022-09-26 18:00,180.5,0.0
2022-09-26 19:00,91.6,0.0
2022-09-26 20:00,219.6,0.0
2022-09-26 21:00,171.7,0.0
2022-09-26 22:00,158.6,0.0
2022-09-26 23:00,147.4,0.0
Total,active = 6561.7, returned = 0.0
