Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-04-22 00:00,337.1,0.0
2023-04-22 01:00,189.7,0.0
2023-04-22 02:00,334.2,0.0
2023-04-22 03:00,214.8,0.0
2023-04-22 04:00,299.9,0.0
2023-04-22 05:00,243.7,0.0
2023-04-22 06:00,271.5,0.0
2023-04-22 07:00,276.2,0.0
2023-04-22 08:00,238.4,0.0
2023-04-22 09:00,328.2,0.0
2023-04-22 10:00,184.5,0.0
2023-04-22 11:00,337.3,0.0
2023-04-22 12:00,238.7,0.0
2023-04-22 13:00,275.3,0.0
2023-04-22 14:00,319.9,0.0
2023-04-22 15:00,189.1,0.0
2023-04-22 16:00,344.3,0.0
2023-04-22 17:00,244.5,0.0
2023-04-22 18:00,278.9,0.0
2023-04-22 19:00,311.7,0.0
2023-04-22 20:00,204.7,0.0
2023-04-22 21:00,345.2,0.0
2023-04-22 22:00,215.6,0.0
2023-04-22 23:00,302.5,0.0
Total,active = 6525.9, returned = 0.0
