Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-03-06 00:00,165.3,0.0
2023-03-06 01:00,148.5,0.0
2023-03-06 02:00,106.2,0.0
2023-03-06 03:00,168.0,0.0
2023-03-06 04:00,125.1,0.0
2023-03-06 05:00,414.7,0.0
2023-03-06 06:00,486.6,0.0
2023-03-06 07:00,588.2,0.0
2023-03-06 08:00,397.6,0.0
2023-03-06 09:00,765.3,0.0
2023-03-06 10:00,664.2,0.0
2023-03-06 11:00,475.5,0.0
2023-03-06 12:00,466.0,0.0
2023-03-06 13:00,676.3,0.0
2023-03-06 14:00,706.5,0.0
2023-03-06 15:00,637.2,0.0
2023-03-06 16:00,629.3,0.0
2023-03-06 17:00,581.4,0.0
2023-03-06 18:00,666.9,0.0
2023-03-06 19:00,292.3,0.0
2023-03-06 20:00,121.6,0.0
2023-03-06 21:00,167.2,0.0
2023-03-06 22:00,155.1,0.0
2023-03-06 23:00,100.3,0.0
Total,active = 9705.3, returned = 0.0
