Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-08-13 00:00,161.2,0.0
2023-08-13 01:00,191.5,0.0
2023-08-13 02:00,176.9,0.0
2023-08-13 03:00,120.3,0.0
2023-08-13 04:00,194.2,0.0
2023-08-13 05:00,189.0,0.0
2023-08-13 06:00,121.3,0.0
2023-08-13 07:00,184.6,0.0
2023-08-13 08:00,190.3,0.0
2023-08-13 09:00,185.5,0.0
2023-08-13 10:00,111.8,0.0
2023-08-13 11:00,194.2,0.0
2023-08-13 12:00,189.6,0.0
2023-08-13 13:00,189.4,0.0
2023-08-13 14:00,188.3,0.0
2023-08-13 15:00,189.3,0.0
2023-08-13 16:00,187.6,0.0
2023-08-13 17:00,188.5,0.0
2023-08-13 18:00,186.7,0.0
2023-08-13 19:00,159.3,0.0
2023-08-13 20:00,139.1,0.0
2023-08-13 21:00,192.9,0.0
2023-08-13 22:00,190.6,0.0
2023-08-13 23:00,187.5,0.0
Total,active = 4209.6, returned = 0.0
