Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2022-11-22 00:00,171.4,0.0
2022-11-22 01:00,121.0,0.0
2022-11-22 02:00,136.3,0.0
2022-11-22 03:00,158.6,0.0
2022-11-22 04:00,92.6,0.0
2022-11-22 05:00,297.5,0.0
2022-11-22 06:00,381.3,0.0
2022-11-22 07:00,484.8,0.0
2022-11-22 08:00,388.3,0.0
2022-11-22 09:00,468.5,0.0
2022-11-22 10:00,474.8,0.0
2022-11-22 11:00,463.2,0.0
2022-11-22 12:00,406.0,0.0
2022-11-22 13:00,607.7,0.0
2022-11-22 14:00,645.8,0.0
2022-11-22 15:00,736.1,0.0
2022-11-22 16:00,656.2,0.0
2022-11-22 17:00,262.9,0.0
2022-11-22 18:00,296.7,0.0
2022-11-22 19:00,138.9,0.0
2022-11-22 20:00,121.3,0.0
2022-11-22 21:00,172.1,0.0
2022-11-22 22:00,110.0,0.0
2022-11-22 23:00,147.7,0.0
Total,active = 7939.7, returned = 0.0
