Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2022-12-20 00:00,136.8,0.0
2022-12-20 01:00,169.9,0.0
2022-12-20 02:00,90.5,0.0
2022-12-20 03:00,169.4,0.0
2022-12-20 04:00,129.9,0.0
2022-12-20 05:00,129.1,0.0
2022-12-20 06:00,346.9,0.0
2022-12-20 07:00,573.9,0.0
2022-12-20 08:00,484.0,0.0
2022-12-20 09:00,429.4,0.0
2022-12-20 10:00,613.5,0.0
2022-12-20 11:00,624.8,0.0
2022-12-20 12:00,765.1,0.0
2022-12-20 13:00,718.7,0.0
2022-12-20 14:00,728.4,0.0
2022-12-20 15:00,638.3,0.0
2022-12-20 16:00,659.6,0.0
2022-12-20 17:00,223.6,0.0
2022-12-20 18:00,110.9,0.0
2022-12-20 19:00,173.4,0.0
2022-12-20 20:00,138.9,0.0
2022-12-20 21:00,118.1,0.0
2022-12-20 22:00,171.2,0.0
2022-12-20 23:00,109.7,0.0
Total,active = 8454.0, returned = 0.0
