Date/time UTC,Active energy Wh (B),Returned energy Wh (B)
2023-05-23 00:00,96.3,0.0
2023-05-23 01:00,175.8,0.0
2023-05-23 02:00,127.1,0.0
2023-05-23 03:00,143.2,0.0
2023-05-23 04:00,212.2,0.0
2023-05-23 05:00,530.8,0.0
2023-05-23 06:00,564.1,0.0
2023-05-23 07:00,492.6,0.0
2023-05-23 08:00,790.3,0.0
2023-05-23 09:00,522.3,0.0
2023-05-23 10:00,541.0,0.0
2023-05-23 11:00,736.3,0.0
2023-05-23 12:00,599.4,0.0
2023-05-23 13:00,480.4,0.0
2023-05-23 14:00,194.8,0.0
2023-05-23 15:00,187.3,0.0
2023-05-23 16:00,148.4,0.0
2023-05-23 17:00,172.0,0.0
2023-05-23 18:00,169.6,0.0
2023-05-23 19:00,102.9,0.0
2023-05-23 20:00,168.7,0.0
2023-05-23 21:00,170.5,0.0
2023-05-23 22:00,101.1,0.0
2023-05-23 23:00,170.8,0.0
Total,active = 7597.9, returned = 0.0
